award_uid,announcement_id,announced_date,service_branch,contractor_raw,contractor_city,contractor_state,amount_usd,action_type,contract_number,base_contract_number,modification_number,cumulative_face_value_usd,pricing_type,is_idiq,is_multi_award,work_description,place_of_performance,completion_date,contracting_activity,bids_solicited,bids_received,small_business,extraction_confidence,extraction_notes,extracted_at,extractor_model,llm_cache_key,skills_version,contract_uid,is_creating_event,duplicate_of
b00fee422cfcdf25,4575681,2026-08-17,AIR FORCE,Chase Defense,Hampton,Virginia,920000000,multi_award_pool,FA853226DB007,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 6 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,8f6ec45c97b7a929,true,
038fa94fccb0845b,4575681,2026-08-17,AIR FORCE,Coherent Technical,Hollywood,Maryland,920000000,multi_award_pool,FA853226DB008,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 7 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,f11ac12335dbb589,true,
e2300dfdea82305e,4575681,2026-08-17,AIR FORCE,CVI,Bend,Oregon,920000000,multi_award_pool,FA853226DB010,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 8 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,b5d337dcd60c267a,true,
749b512fdbafe5a0,4575681,2026-08-17,AIR FORCE,Defense Engineering Services LLC,Ladson,South Carolina,920000000,multi_award_pool,FA853226DB011,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 9 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,20c4506eb64e3744,true,
0a31f4ccc3fcadf8,4575681,2026-08-17,AIR FORCE,DEVAL,Philadelphia,Pennsylvania,920000000,multi_award_pool,FA853226DB012,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 10 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,6f7abe81ba9a7008,true,
cf29bfbdcfdf9011,4575681,2026-08-17,AIR FORCE,ES3,San Diego,California,920000000,multi_award_pool,FA853226DB014,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 11 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,a48d29217d21def4,true,
274fcfed52f5b94b,4575681,2026-08-17,AIR FORCE,GS Engineering,Houghton,Michigan,920000000,multi_award_pool,FA853226DB015,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 12 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,f37382a16d583c2e,true,
229279a5b65a121d,4575681,2026-08-17,AIR FORCE,HDT,Solon,Ohio,920000000,multi_award_pool,FA853226DB016,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 13 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,ee7b04f2ad55519e,true,
c1051beb690e3761,4575681,2026-08-17,AIR FORCE,Intuitive,Huntsville,Alabama,920000000,multi_award_pool,FA853226DB017,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 14 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,1c9365c1ff8e4924,true,
13e0fd880a3c7be2,4575681,2026-08-17,AIR FORCE,Knight Aerospace,San Antonio,Texas,920000000,multi_award_pool,FA853226DB018,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 15 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,a5347ce61f237635,true,
b7b2be061e05cb9c,4575681,2026-08-17,AIR FORCE,Lockheed Martin,Orlando,Florida,920000000,multi_award_pool,FA853226DB019,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 16 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,dd9558dea2225c74,true,
ff054f80992872bf,4575681,2026-08-17,AIR FORCE,MCT Industries,Bernalillo,New Mexico,920000000,multi_award_pool,FA853226DB020,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 17 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,d84773c4a97fbd97,true,
133eddcf21094e5c,4575681,2026-08-17,AIR FORCE,Newton Corp.,Riverdale,Maryland,920000000,multi_award_pool,FA853226DB021,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 18 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,b34df4d09826aba1,true,
f12b2a600ad40ecb,4575681,2026-08-17,AIR FORCE,Oshkosh,West Roy,Utah,920000000,multi_award_pool,FA853226DB022,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 19 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,6247a295eea4a264,true,
e230541d5c5c1328,4575681,2026-08-17,AIR FORCE,P2 Mission Solutions,St. Louis,Missouri,920000000,multi_award_pool,FA853226DB023,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 20 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,c84663471a374465,true,
c69c1c87a71fd974,4575681,2026-08-17,AIR FORCE,PCI Aviation,Atmore,Alabama,920000000,multi_award_pool,FA853226DB024,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 21 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,b629a1e8f8291cf4,true,
1063f59ada24ae27,4575681,2026-08-17,AIR FORCE,Suntest Systems,Huntsville,Alabama,920000000,multi_award_pool,FA853226DB025,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 22 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,4ca7dd5020737d9c,true,
f812c749e31e4f67,4575681,2026-08-17,AIR FORCE,TLD,Windsor,Connecticut,920000000,multi_award_pool,FA853226DB026,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 23 of 23.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,f131926bb148e55a,true,
bcde0e23fef8d0cd,4575681,2026-08-17,AIR FORCE,Torch Technologies,Huntsville,Alabama,920000000,multi_award_pool,FA853226DB013,,,,indefinite-delivery/indefinite-quantity,true,true,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,At various locations,2036,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",,66,false,0.92,"Multi-award pool, company 24 of 23 (renumbered from FA853226DB013).",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,4f8a5a09d08b2d80,true,
dbea659e8cdd68f8,4575681,2026-08-17,AIR FORCE,Lockheed Martin Corp.,Fort Worth,Texas,31291904,new_award,FA860426DB008,,,,indefinite-delivery/indefinite-quantity,true,false,Contractor engineering and technical services for advisory engineering support until organic capability is developed.,Hill Air Force Base; Argentina; Bahrain; Chile; Egypt; Indonesia; Jordan; Morocco; Oman; Taiwan; Thailand; and Turkey,"June 30, 2029","Air Force Life Cycle Management Center, Wright-Patterson AFB, Ohio",,,false,0.88,"Sole-source award involving FMS (Foreign Military Sales); separate FMS obligation of $297,008 stated but not part of award amount per R-008.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,51f65fc5ea708f17,true,
7294208cbece52e9,4575681,2026-08-17,AIR FORCE,Lockheed Martin Rotary and Mission Systems,Orlando,Florida,24247257,new_award,FA8621-26-C-B006,,,,,false,false,Air Commando training support for sustained sustainment and support of Air Force Special Operations Command fixed-wing and tilt-rotor training devices.,10 continental U.S. and outside the continental U.S. locations,"Jan. 31, 2027","Wright-Patterson Air Force Base, Ohio",,,false,0.88,"Sole-source award. Awarded Aug. 6, 2026 per parenthetical note. Separate O&M obligation of $12,181,833 stated but not part of award amount per R-008.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,ff25ec930660c7b1,true,
23f3cd28e46850cb,4575681,2026-08-17,ARMY,Parsons Government Services Inc.,Centreville,Virginia,664805774,new_award,W31P4Q-26-F-0154,,,,time-and-materials,true,false,"Technical, logistics, and program management support.",Work locations and funding will be determined with each order,"July 11, 2031","Army Contracting Command, Redstone Arsenal, Alabama",17,4,false,0.92,"Multi-year, indefinite-delivery/indefinite-quantity contract.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,0394d3d00718d4c2,true,
e1a33ffe401f073f,4575681,2026-08-17,ARMY,Elroy Air Inc.,South San Francisco,California,46058871,new_award,W911QX-26-C-A016,,,,firm-fixed-price,false,false,Development of an autonomous group-IV hybrid vertical take-off and landing unmanned aircraft system for modular multi-mission payload delivery.,"South San Francisco, California","Feb. 18, 2029","Army Contracting Command, Aberdeen Proving Ground, Maryland",,1,true,0.92,Phase III Small Business Innovation Research contract. Bids solicited via internet.,2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,794493ecf1618679,true,
911d581b200ea6ce,4575681,2026-08-17,ARMY,"Iron Mountain Solutions,*",Huntsville,Alabama,19036240,modification,W31P4Q-21-F-B001,W31P4Q-21-F-B001,P00094,199758455,time-and-materials,false,false,Technical support for the utility helicopters project office.,"Huntsville, Alabama","March 7, 2027","Army Contracting Command, Redstone Arsenal, Alabama",,,true,0.94,"Modification brings cumulative face value to $199,758,455. Multiple FMS and other procurement funds involved.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,5f45bce8d7202bee,true,
97606471e6cdff53,4575681,2026-08-17,ARMY,Court House Research Specialists,Carrollton,Texas,19000000,new_award,W9126G-26-D-A056,,,,firm-fixed-price,true,false,Real estate title services in the Laredo and Del Rio sectors of Texas.,Work locations and funding will be determined with each order,"Aug. 17, 2031","U.S. Army Corps of Engineers, Fort Worth, Texas",,1,false,0.92,Indefinite-delivery/indefinite-quantity contract. Bids solicited via internet.,2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,9516c9ba62e65bd6,true,
b296c81b7b811ee8,4575681,2026-08-17,ARMY,"Tevas Real Estate Group Inc.,*",Rosharon,Texas,19000000,new_award,W9126G-26-D-A055,,,,firm-fixed-price,true,false,Real estate title services in the Rio Grande Valley sector of Texas.,Work locations and funding will be determined with each order,"Aug. 17, 2031","U.S. Army Corps of Engineers, Fort Worth, Texas",1,1,true,0.92,Indefinite-delivery/indefinite-quantity contract.,2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,44112fe49fc2402e,true,
fa19c5f2536a64b8,4575681,2026-08-17,ARMY,"Nightline Inc.,*",Mountain City,Tennessee,12783940,new_award,W91CRB-26-C-5063,,,13334120,firm-fixed-price,false,false,"Provision of commercial equivalent AN/PVS-14 Night Vision Devices, extended warranties, accessories, test sets, and tool sets.","Mountain City, Tennessee","Dec. 31, 2030","Army Contracting Command, Aberdeen Proving Ground, Maryland",,11,true,0.92,"Total cumulative face value after this action is $13,334,120. Bids solicited via internet. FMS (Lithuania) funds involved.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,09dfc788530cff74,true,
0d6d8bfe2a6fe5cc,4575681,2026-08-17,ARMY,Boeing Co.,Mesa,Arizona,636110315,modification,W58RGZ-24-C-0028,W58RGZ-24-C-0028,PZ0022,,,false,false,"Depot-level component repair of highly complex items, system component support, unique consumable items supply, test equipment support, supply/retrograde transmission infrastructure, obsolescence management program, and supply chain management for Apache Airframe components.",,,,,,false,0.62,"This is a CORRECTION entry announced on Aug. 14, 2026. It corrects the funding information for a previously announced award. The modification number and contract number from the original entry are provided. Contracting activity and other details were in the original Aug. 14 announcement, not restated here.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,6cfdf7d812394769,false,
ab97f3bc673c37fb,4575681,2026-08-17,NAVY,Textron Systems Corp.,New Orleans,Louisiana,231488876,modification,N00024-23-C-2452,N00024-23-C-2452,,,fixed-price incentive (firm-target),false,false,Construction of two Ship to Shore Connector Landing Craft Air Cushion (LCAC-100)-class crafts.,"New Orleans, Louisiana (62%); other locations (14%); Camden, New Jersey (8%); Cincinnati, Ohio (6%); Gloucester, United Kingdom (4%); Harahan, Louisiana (2%); Hunt Valley, Maryland (1%); Portsmouth, Virginia (1%); Huntington Beach, California (1%); and Chanhassen, Minnesota (1%)","May 24, 2032","Naval Sea Systems Command, Washington, D.C.",,,false,0.88,Described as 'fixed-price incentive (firm-target) contract modification to previously awarded contract' with no modification number stated.,2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,092cf397269cc48e,true,
a125d4db7dbe1402,4575681,2026-08-17,NAVY,Lockheed Martin Corp.,Baltimore,Maryland,73864423,modification,N00024-18-C-2301,N00024-18-C-2301,,,firm-fixed-price and cost-plus-fixed-fee,false,false,"Procurement, testing, and delivery of the Indra Rigel Radar Electronic Countermeasures systems for Multi-Mission Surface Combatant ships (MMSC 1-4).","Madrid, Spain (96%); and Moorestown, New Jersey (4%)",February 2031,"Supervisor of Shipbuilding, Conversion, and Repair, Bath, Maine",,,false,0.9,"Awarded Aug. 12, 2026 per parenthetical. FMS (Saudi Arabia) funds involved.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,1def24f6478c45b0,false,
6cd76bf9f68bf344,4575681,2026-08-17,NAVY,CACI Inc. - Federal,Chantilly,Virginia,25933943,modification,N3904025F3001,N3904025F3001,,,firm-fixed-price,false,false,"Engineering, technical, administrative, and managerial support services in support of Ships Availability Planning and Engineering Center, non-nuclear waterfront, and Deep Submergence Systems programs.","Kittery, Maine",Aug. 2027,"Portsmouth Naval Shipyard, Kittery, Maine",,,false,0.88,Modification to previously awarded task order. No modification number stated.,2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,525e380c64560810,true,
6e9b33971db44feb,4575681,2026-08-17,NAVY,"Lockheed Martin Corp., Lockheed Martin Aeronautics Co.",Fort Worth,Texas,24128282,modification,N0001925F2558,N0001924G0010,P00008,,"cost-plus-fixed-fee, firm-fixed-price",false,false,"Procurement of material modification kits, special test and tooling equipment, aircraft induction, depot site support, and regional depot modification installations for F-35 Joint Strike Fighter aircraft retrofit and modification efforts.","Fort Worth, Texas",October 2028,"Naval Air Systems Command, Patuxent River, Maryland",,,false,0.85,"Complex structure: modification (P00008) to a firm-fixed-price order (N0001925F2558) against a previously issued basic ordering agreement (N0001924G0010). Multiple fund sources across Air Force, Navy, non-U.S. DOW, and FMS customers. Contract not competed.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,974704430917539c,false,
664530620b7943ac,4575681,2026-08-17,NAVY,NSynergy Engineering Inc.,Honolulu,Hawaii,20000000,new_award,N62478-26-D-5053,,,,firm-fixed-price,true,false,"Mechanical engineering projects and related projects at various locations under the cognizance of Naval Facilities Engineering Systems Command (NAVFAC), Hawaii.",Within the NAVFAC Hawaii area of responsibility; and may also be required in other areas outside of Hawaii,August 2031,"NAVFAC Hawaii, Joint Base Pearl Harbor-Hickam, Hawaii",,3,false,0.88,"Architect-engineering indefinite-delivery/indefinite-quantity contract. Maximum value including base and four options stated as $20,000,000, which equals the contract amount. Minimum guarantee $3,000. Competitively procured via SAM.gov.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,66df73103344d6fd,true,
02c38a3b298cc828,4575681,2026-08-17,NAVY,American Roll-On Roll-Off Carrier LLC,Ponte Vedra Beach,Florida,9764103,new_award,N3220526C1251,,,,firm-fixed-price,false,false,"50-day time charter of one U.S. flag, self-sustaining, roll-on/roll-off vessel capable of carrying a minimum of 130,000 sq. ft. of military cargo.","Tacoma, Washington","Oct. 25, 2026","Military Sealift Command, Norfolk, Virginia",,5,false,0.92,"Beginning Sept. 6, 2026. Competitively procured with proposals via Government Point of Entry website.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,68b39e816085d9c4,true,
a74bfc18d9f023ff,4575681,2026-08-17,NAVY,Waterman Transport Inc.,Mobile,Alabama,9500000,new_award,N3220526C1249,,,,firm-fixed-price,false,false,"50-day time charter of one U.S. flag, self-sustaining, roll-on/roll-off vessel capable of carrying a minimum of 130,000 sq. ft. of military cargo.","Tacoma, Washington","Oct. 17, 2026","Military Sealift Command, Norfolk, Virginia",,5,false,0.92,"Beginning Aug. 29, 2026. Competitively procured with proposals via Government Point of Entry website.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,a3c2d03b2c435825,true,
f4ca63d0c6c05032,4575681,2026-08-17,DEFENSE LOGISTICS AGENCY,"Essex Industries,*",St. Louis,Missouri,40967670,new_award,SPE4A7-26-D-0415,,,,firm-fixed-price,true,false,Emergency rescue units.,,"Aug. 16, 2029","Defense Logistics Agency Weapons Support, Richmond, Virginia",,,true,0.88,"Described as maximum $40,967,670 firm-fixed-price, indefinite-quantity contract. Three-year contract with no options. Sole-source using 10 U.S. Code 3204(a)(1). Using military services: Air Force, Army, Navy, Marine Corps.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,46cce3abf969b611,true,
4461dbde17195c4f,4575681,2026-08-17,DEFENSE LOGISTICS AGENCY,Transaero Inc.,Melville,New York,11516347,new_award,SPRTA1-25-C-0198,,,,firm-fixed-price,false,false,Manufacture of TF33 fuel housing inserts.,,"Jan. 2, 2034","Defense Logistics Agency Weapons Support, Tinker Air Force Base, Oklahoma",,,false,0.88,"Estimated $11,516,347. Described as eight-year contract with no options. Sole-source using 10 U.S. Code 3204(a)(1). Awarded Aug. 6, 2026 per parenthetical note. Air Force is using military service.",2026-09-02 18:10:41,claude-haiku-4-5,a537369168fc78c8617cf11c115928fe11d25c8034c04b8fa77cf4e42fe438c3,1f32b0159df4,b8a6713c4089d5c4,true,
4d74c9b2d4afe8e8,4574365,2026-08-14,ARMY,M1 Support Services L.P.,Denton,Texas,,new_award,W9124P-26-D-A004,,,10000000000,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,false,"Provide initial entry rotary-wing training for Army pilots using contractor-owned, contractor-operated solution for commercially available services and equipment.","Fort Rucker, Alabama, and funding will be determined with each task order","Aug. 12, 2052","Army Contracting Command, Redstone Arsenal, Alabama",,11,false,0.85,No explicit amount_usd stated for this action; the cumulative face value of $10B is given instead. Task order pricing to be determined per order.,2026-09-02 18:10:41,claude-haiku-4-5,5af7058685bdfa23e36e6126af1656c1d3dbc14016ec3c1ceefe47a97a50efa8,1f32b0159df4,1f95b8e65155bbd3,true,
8b9ff1276faaf201,4574365,2026-08-14,ARMY,The Boeing Co.,Mesa,Arizona,636110315,modification,W58RGZ-24-C-0028,W58RGZ-24-C-0028,PZ0022,1128815031,firm-fixed-price,false,false,Performance-based logistics support for depot-level component repair and supply chain management for Apache airframe components.,"Mesa, Arizona","April 30, 2029","Army Contracting Command, Redstone Arsenal, Alabama",,,false,0.95,,2026-09-02 18:10:41,claude-haiku-4-5,5af7058685bdfa23e36e6126af1656c1d3dbc14016ec3c1ceefe47a97a50efa8,1f32b0159df4,6cfdf7d812394769,true,
4c4529550eaeaa19,4574365,2026-08-14,ARMY,Tidewater Inc.,Elkridge,Maryland,249000000,new_award,W912PB-26-D-A027,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,false,"Facility sustainment, restoration, and modernization construction services across Army installations in Germany.",Work locations and funding will be determined with each order,"August 13, 2031","Army 409th Contracting Support Brigade, Kaiserslautern, Germany",,7,false,0.92,,2026-09-02 18:10:41,claude-haiku-4-5,5af7058685bdfa23e36e6126af1656c1d3dbc14016ec3c1ceefe47a97a50efa8,1f32b0159df4,b0038da195ff907d,true,
82cc0f3a9e990a38,4574365,2026-08-14,ARMY,Airbus Helicopters Inc.,Grand Prairie,Texas,115406740,new_award,W58RGZ-26-C-0020,,,140716352,firm-fixed-price,false,false,"Procurement of up to 12 Lakota UH-72B helicopters with jettisonable cockpit doors, air conditioning system installation, engine inlet barrier filters, and program management.","Redstone Arsenal, Alabama","Dec. 31, 2030","Army Contracting Command, Redstone Arsenal, Alabama",1,1,false,0.93,,2026-09-02 18:10:41,claude-haiku-4-5,5af7058685bdfa23e36e6126af1656c1d3dbc14016ec3c1ceefe47a97a50efa8,1f32b0159df4,fcad5001c6a6800f,true,
58cb7078fc545ae0,4574365,2026-08-14,ARMY,AM General,South Bend,Indiana,82236398,new_award,W912CH-26-F-A172,,,754550541,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,false,Procure high mobility multipurpose wheeled vehicles.,Work locations and funding will be determined with each order,"Aug. 31, 2028","Army Contracting Command, Detroit Arsenal, Michigan",1,1,false,0.93,,2026-09-02 18:10:41,claude-haiku-4-5,5af7058685bdfa23e36e6126af1656c1d3dbc14016ec3c1ceefe47a97a50efa8,1f32b0159df4,953eac9b94888e40,true,
