contract_uid,contract_number,contractor_raw,ticker,service_branch,work_description,contracting_activity,first_event_date,last_event_date,n_events,n_modifications,initial_value_usd,total_actioned_usd,ceiling_usd,history_complete,built_at
c3a8f034c6133d0b,FA8903-26-D-0035,Defense Roofing Solutions 2 LLC,,AIR FORCE,"Roofing, repair, and replacement services including low-slope, steep-slope, and metal roofing system work.","772nd Enterprise Sourcing Squadron, Joint Base San Antonio–Lackland, Texas",2026-06-29,2026-06-29,1,0,450000000,450000000,,true,2026-09-02 18:11:08
3ee613715b0330f8,N40080-26-D-1011,"EVCON-CWC JV,*",,NAVY,"Large-scale military infrastructure projects including new construction, demolition, repair, alteration, and renovation of buildings, systems and infrastructure with civil, structural, mechanical, electrical, fire protection, and communication systems.","NAVFAC Washington, Washington Navy Yard, Washington, D.C.",2026-06-25,2026-06-25,1,0,8000000000,8000000000,,true,2026-09-02 18:11:08
794493ecf1618679,W911QX-26-C-A016,Elroy Air Inc.,,ARMY,Development of an autonomous group-IV hybrid vertical take-off and landing unmanned aircraft system for modular multi-mission payload delivery.,"Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-08-17,2026-08-17,1,0,46058871,46058871,,true,2026-09-02 18:11:08
9c1ddb96aea9b78b,N39430-26-D-2016,"Enterprise Engineering Inc.,*",,NAVY,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.","Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",2026-08-31,2026-08-31,1,0,145000000,145000000,,true,2026-09-02 18:11:08
eb80bac3a4dbba1c,N6274226D1801,Far Western Anthropological Research Group Inc.,,NAVY,Cultural resource technical services including archaeology monitoring and data recovery.,"NAVFAC Pacific, Pearl Harbor, Hawaii",2026-08-20,2026-08-20,1,0,70000000,70000000,,true,2026-09-02 18:11:08
7a26b402ced87cd1,N3220526D0001,Fincantieri Marine Systems North America,FCT,NAVY,Ship service diesel generator services for Military Sealift Command's Expeditionary Fast Transport Class vessels.,"Military Sealift Command, Norfolk, Virginia",2026-08-20,2026-08-20,1,0,49500000,49500000,,true,2026-09-02 18:11:08
40de2d05c946860d,W91236-26-D-A002,"GMHILL BAKER JV LLC,*",,ARMY,Broad range of architect and engineering services to support construction projects located primarily in the Norfolk District area of responsibility and the North Atlantic Division.,"U.S. Army Corps of Engineers, Norfolk, Virginia",2026-06-23,2026-06-23,1,0,45000000,45000000,45000000,true,2026-09-02 18:11:08
41d68f5d83e34052,W15QKN-26-D-0014,General Dynamics Ordnance and Tactical Systems,GD,ARMY,"Non-recurring engineering development, manufacturing, design and testing support interoperable with 20mm, 25mm, 30mm x 113mm, 30mm x 173mm, and 50mm weapon systems.","Army Contracting Command, Newark, New Jersey",2026-06-24,2026-06-24,1,0,83600000,83600000,,true,2026-09-02 18:11:08
f06363862f82e029,N0001926D1004,General Electric (GE) Aerospace,GE,NAVY,"Commercial depot-level services regarding standard rework of Navy and Marine Corps T700-GE-401 series engines, cold section modules and power turbine modules.","The Naval Air Systems Command, Patuxent River, Maryland",2026-07-30,2026-07-30,1,0,117852737,117852737,,true,2026-09-02 18:11:08
6e680e4f7fda27c6,FA8109-26-D-B015,"Goodrich Corp., doing business as Goodrich Corp, A New York Corp.",RTX,AIR FORCE,Exchange or repair of commercial and non-commercial aircraft parts for the KC-46 aircraft weapon system.,"Air Force Sustainment Center, Materiel Support Contracting Division, Strategic Contracting Section, Tinker Air Force Base, Oklahoma",2026-06-29,2026-06-29,1,0,470978031,470978031,,true,2026-09-02 18:11:08
c0b6268ca9843dc3,W58RGZ-26-F-0404,"Griffon Aerospace Inc.,*",,ARMY,"Griffon Outlaw systems, support equipment and field service representatives for system use and employment.","Army Contracting Command, Redstone Arsenal, Alabama",2026-08-25,2026-08-25,1,0,132978776,132978776,,true,2026-09-02 18:11:08
e6510fe9a430aadd,HR001126FE079,Guidehouse Inc.,TECH,OTHER,"Operations support services including development, implementation, and maintenance of critical support functions such as facilities management, human resources and recruiting, visual media, compliance, financial management, and travel support.","The Defense Advanced Research Projects Agency, Arlington, Virginia",2026-08-27,2026-08-27,1,0,25335837,25335837,,true,2026-09-02 18:11:08
22270efd97ec4df7,W52P1J-12-G-0061,KBR Services LLC,KBR,ARMY,Complete care of supplies in storage and other maintenance of government equipment.,"Army Contracting Command, Rock Island, Illinois",2026-08-31,2026-08-31,1,1,,17000000,165655369,false,2026-09-02 18:11:08
21bc5ccc2fecaa3a,W9128F-26-D-A028,"Kemron/Arrowhead JV LLC,*",,ARMY,Environmental remediation services under a multi-award indefinite-delivery contract.,"U.S. Army Corps of Engineers, Omaha, Nebraska",2026-07-10,2026-07-10,1,0,249000000,249000000,,true,2026-09-02 18:11:08
773eb82fdaab0aeb,W91248-26-D-A021,"Kenall Inc.,*",,ARMY,Architect engineering design services for the planning and design of facilities and infrastructure for construction projects.,"Army 419th Contracting Support Brigade, Fort Campbell, Kentucky",2026-07-20,2026-07-20,1,0,249500000,249500000,,true,2026-09-02 18:11:08
41f326c1d51bcf31,W912HN-26-D-A013,Kimley-Hanson-Bergmann JV,,ARMY,"Disaster response, emergency repair, and infrastructure stabilization or reconstruction missions across civil works, military, and international and interagency services programs.","U.S. Army Corps of Engineers, Savannah, Georgia",2026-06-30,2026-06-30,1,0,49000000,49000000,,true,2026-09-02 18:11:08
284cc6f551667ccd,N6134021D0008,Miltrain JV LLC,,NAVY,Curriculum revision and maintenance services for Navy and non-Navy training programs at Navy and Marine Corps sites worldwide.,"Naval Air Warfare Center Training Systems Division, Orlando, Florida",2026-07-27,2026-07-27,1,1,,70000000,160000000,false,2026-09-02 18:11:08
6d3d9e19bf842190,FA8109-26-D-B011,Mission Systems Orchard Park Inc.,,AIR FORCE,Exchange or repair of commercial and non-commercial aircraft parts for the KC-46 aircraft weapon system.,"Air Force Sustainment Center, Materiel Support Contracting Division, Strategic Contracting Section, Tinker Air Force Base, Oklahoma",2026-06-29,2026-06-29,1,0,470978031,470978031,,true,2026-09-02 18:11:08
b8439356efac9ea7,FA254826CB006,"Modern Technology Solutions Inc. (MTSI),*",,AIR FORCE,System engineering and technical assistance support services for the entire acquisition lifecycle framework for the Space Rapid Capabilities Office.,"Space Rapid Capabilities Office, Kirtland Air Force Base, New Mexico",2026-07-24,2026-07-24,1,0,371332385,371332385,,true,2026-09-02 18:11:08
fd9eff94e5fd12ee,N39430-26-F1003,NORESCO LLC,,NAVY,"Energy improvements at Naval Base Ventura County, California via task order to a Department of Energy indefinite-delivery/indefinite-quantity contract.","Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",2026-07-31,2026-07-31,1,0,44318672,44318672,,true,2026-09-02 18:11:08
9194f74290253062,W9128F-26-D-A029,"Noreas-PIKA-ICS JV,*",,ARMY,Environmental remediation services under a multi-award indefinite-delivery contract.,"U.S. Army Corps of Engineers, Omaha, Nebraska",2026-07-10,2026-07-10,1,0,249000000,249000000,,true,2026-09-02 18:11:08
d97c8a820c270705,W91248-26-D-A022,"OEI-AECOM JV2 LLC,*",ACM,ARMY,Architect engineering design services for the planning and design of facilities and infrastructure for construction projects.,"Army 419th Contracting Support Brigade, Fort Campbell, Kentucky",2026-07-20,2026-07-20,1,0,249500000,249500000,,true,2026-09-02 18:11:08
eed22abfbca58768,FA8250-26-D-B009,Potomac Electric Corp.,,AIR FORCE,Repair services for the 415th Supply Chain Management Squadron.,"The Air Force Sustainment Center, Hill Air Force Base, Utah",2026-07-30,2026-07-30,1,0,300000000,300000000,,true,2026-09-02 18:11:08
a4e5d63168e81467,SPRMM1-26-P-MC86,RPM Supply Corp.,,DEFENSE LOGISTICS AGENCY,Centrifugal pumps.,"Defense Logistics Agency Weapons Support, Mechanicsburg, Pennsylvania",2026-07-31,2026-07-31,1,0,11733850,11733850,,true,2026-09-02 18:11:08
a8976b44317afe08,W911SR-26-D-SATL,"SAT-Lite Technologies LLC,*",,ARMY,Commercial off-the-shelf SAT-LTE hardware including motorized satellite antennas and associated electronics.,"Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-07-10,2026-07-10,1,0,9900000,9900000,,true,2026-09-02 18:11:08
cc21a6f1aba281d2,SPRDL1-26-D-0037,Sechan Electronics Inc.,,DEFENSE LOGISTICS AGENCY,PDCU-R2 with containers.,"Defense Logistics Agency Weapons Support, Warren, Michigan",2026-07-23,2026-07-23,1,0,15690599,15690599,,true,2026-09-02 18:11:08
2d4e086d52293e5a,W912QR-26-D-A048,"Semper Tek Inc.,*",,ARMY,Design-bid-build construction services.,"U.S. Army Corps of Engineers, Louisville, Kentucky",2026-08-31,2026-08-31,1,0,160000000,160000000,,true,2026-09-02 18:11:08
3168ca1e25ff45a1,FA255326DB012,Sierra Space Corp.,,AIR FORCE,"Support to space and ground-based engineering activities to enhance test, evaluation, and training operations for the National Space Test and Training Complex Innovative Technology and Engineering - Space Test and Range Capability Development.","The Space Systems Command, Operational Test and Training Infrastructure, Colorado Springs, Colorado",2026-07-30,2026-07-30,1,0,981000000,981000000,,true,2026-09-02 18:11:08
4b820859a74113a6,FA5000-26-C-0008,"Skookum Educational Programs, doing business as Tessera",,AIR FORCE,"Base operations maintenance services including infrastructure operations, preventative maintenance, and facility inspections.","673rd Contracting Squadron, Joint Base Elmendorf-Richardson, Alaska",2026-08-10,2026-08-10,1,0,70006743,70006743,,true,2026-09-02 18:11:08
5aeebc2fff5a728a,FA8811-24-D-B003,Space Exploration Technologies Corp.,,AIR FORCE,National Security Space Launch Phase Three Lane One modifications that cumulatively increase the ceiling.,"Space Systems Command, Space Access, Los Angeles Air Force Base, California",2026-07-17,2026-07-17,1,1,,11400000000,17000000000,false,2026-09-02 18:11:08
e520fd0afea58fef,FA8134-26-D-B003,Strategic Mission Systems LLC,,AIR FORCE,E-4B sustainment and modernization with communication support services for E-4B mission systems.,"The Air Force Life Cycle Management Center, Tinker AFB, Oklahoma",2026-06-24,2026-06-24,1,0,24866449,24866449,,true,2026-09-02 18:11:08
4e717ba7920913fa,SPE2D1-22-D-0001,Stryker Sales,,DEFENSE LOGISTICS AGENCY,"Patient monitoring and capital equipment provision to Army, Navy, Air Force, Marine Corps and federal civilian agencies.","Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania",2026-08-18,2026-08-18,1,1,,100000000,,false,2026-09-02 18:11:08
244a6f4236d7aeab,SPE7MX-26-D-0046,"SupplyCore LLC,*",,DEFENSE LOGISTICS AGENCY,Supply parts and logistics support for various water purification systems.,"Defense Logistics Agency Weapons Support, Columbus, Ohio",2026-07-27,2026-07-27,1,0,88750000,88750000,,true,2026-09-02 18:11:08
85bff5fe2c32eea0,FA8523-26-D-0001,"Symetrics Industries LLC, doing business as Extant Aerospace",,AIR FORCE,ALE-47 countermeasure dispenser system line replaceable unit and shop replaceable unit production.,"Air Force Life Cycle Management Center, Robins Air Force Base, Georgia",2026-08-28,2026-08-28,1,0,147310777,147310777,,true,2026-09-02 18:11:08
ae064c6f95f9dc1a,W911NF-26-D-A015,"TLN Worldwide Enterprise,*",,ARMY,"Establish and strengthen networks connecting the United States Department of War, United States Army Combat Capabilities Development Command Army Research Laboratory, and government partners with academia, industry, and other government agencies through science and technology education outreach initiatives.","U.S. Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-06-26,2026-06-26,1,0,49000000,49000000,,true,2026-09-02 18:11:08
5d8fa2a02e0e294d,FA7037-26-D-0003,Telos Corp.,TLS,AIR FORCE,Cybersecurity framework modernization and implementation of artificial intelligence tools and capabilities.,"Air Combat Command, Acquisition Management and Integration Center, Joint Base San Antonio-Lackland, Texas",2026-08-28,2026-08-28,1,0,37777500,37777500,,true,2026-09-02 18:11:08
88795563fc6d9f90,W51701-26-C-A205,Tern AI Inc.,,ARMY,Independently Derived Positioning System and vehicle health and maintenance system under Phase III Small Business Innovation Research award.,"U.S. Army FUZE Contracting Center, Arlington, Virginia",2026-08-19,2026-08-19,1,0,11263793,11263793,,true,2026-09-02 18:11:08
147624abb1796b4e,W912EP-26-C-A022,The Haskell Co.,,ARMY,Hangar renovations.,"U.S. Army Corps of Engineers, Jacksonville, Florida",2026-07-30,2026-07-30,1,0,45223000,45223000,65183659,true,2026-09-02 18:11:08
c94685b9293076c6,HTC71124DW021/P0008,Tote Maritime Puerto Rico LLC,,OTHER,"International ocean and intermodal, time definite, port-to-port, and door-to-door transportation services for containerized and breakbulk cargo under the Universal Services Contract-10 program.","The U.S. Transportation Command, Directorate of Acquisition, Scott Air Force Base, Illinois",2026-07-15,2026-07-15,1,0,800000000,800000000,2325000000,true,2026-09-02 18:11:08
aa21d5dd29063d2c,W5168W-26-D-A029,"Trend Construction Inc.,*",,ARMY,"Construction work including administrative, recreational, billeting, workshops, maintenance and training facilities, and general construction trades.","Army Field Directorate Office, Fort Sam Houston, Texas",2026-07-15,2026-07-15,1,0,193000000,193000000,,true,2026-09-02 18:11:08
4418de0fdc35ea11,N00383-22-G-S801,Triumph Gear Systems Inc.,,NAVY,Repair of 63 mechanical actuators supporting Navy V-22 Osprey aircraft under a delivery order.,"Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania",2026-08-24,2026-08-24,1,0,20932317,20932317,,true,2026-09-02 18:11:08
0dcb87bc1d74d517,SPE605-26-D-9402,United Capital Investments Group Inc.,,DEFENSE LOGISTICS AGENCY,Various types of fuel.,"Defense Logistics Agency Energy, Fort Belvoir, Virginia",2026-07-08,2026-07-08,1,0,9574675,9574675,,true,2026-09-02 18:11:08
6f36452da0e0299c,M67004-26-D-0001,"Vertex Aerospace LLC, a V2X Co.",,NAVY,Logistic integration support services for the Marine Force Storage Command Logistics Integration Support Secondary Repairable program.,"Marine Corps Logistics Command, Albany, Georgia",2026-07-14,2026-07-14,1,0,390975307,390975307,390975307,true,2026-09-02 18:11:08
472cd945396edc94,FA8903-26-D-0019,Vision Construction International LLC,,AIR FORCE,"Roofing, repair, and replacement services for low-slope, steep-slope, and metal roofing systems at Air Force installations.","772nd Enterprise Sourcing Squadron, Joint Base San Antonio–Lackland, Texas",2026-07-31,2026-07-31,1,0,450000000,450000000,,true,2026-09-02 18:11:08
08a1eb3789f51051,N40085-26-C-0016,Walsh Federal LLC,,NAVY,Construction services for F-35 Aircraft Sustainment Center Phase I and CH-53K Composite Repair Facility.,"Naval Facilities Engineering Systems Command, Mid-Atlantic, Norfolk, Virginia",2026-07-15,2026-07-15,1,0,487972063,487972063,,true,2026-09-02 18:11:08
1c9365c1ff8e4924,FA853226DB017,Intuitive,,AIR FORCE,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",2026-08-17,2026-08-17,1,0,920000000,920000000,,true,2026-09-02 18:11:08
d021b9fc707cab7e,HT003826DE009,Kearney & Co. P.C.,,OTHER,"All services and materials necessary to support the on-demand deployment of products within the Program Executive Office, Defense Healthcare Management Systems portfolio and related supporting components.","The Defense Health Agency Contracting Office, Arlington, Virginia",2026-07-30,2026-07-30,1,0,300000000,300000000,,true,2026-09-02 18:11:08
ae8531dd920731b0,W912P8-26-C-A027,Manson Construction Co.,,ARMY,Furnish one fully crewed and equipped self-propelled trailing suction hopper dredge.,"U.S. Army Corps of Engineers, New Orleans, Louisiana",2026-07-13,2026-07-13,1,0,13322000,13322000,26050500,true,2026-09-02 18:11:08
35eef7c88d0415fa,N6449826D1029,"Q.E.D. Systems Inc.,*",,NAVY,"Storage, overhaul, assessment, and repair of steam propulsion plant components, boiler appurtenances, steam valves, and associated equipment and systems used on various classes of Naval Ships.","Naval Surface Warfare Center Philadelphia Division, Philadelphia, Pennsylvania",2026-08-20,2026-08-20,1,0,30264872,30264872,,true,2026-09-02 18:11:08
19f692c5a95fde31,FA2401-25-C-0005,Science Applications International Corp.,SAIC,AIR FORCE,"Expanded integration requirements for Tranche Three satellite programs, including new capabilities, additional space vehicles, and broader contractor support.","The Space Development Agency, Washington, D.C.",2026-07-14,2026-07-14,1,1,,28073851,83514338,false,2026-09-02 18:11:08
601f9d7f62cbde92,W9124G-24-C-0007,CAE USA Inc.,CAE,ARMY,"Advanced helicopter flight training support, exercising Option Year Two.","Army Contracting Command, Fort Eustis, Virginia",2026-08-14,2026-08-14,1,1,,29423547,164526226,false,2026-09-02 18:11:08
1159b4e481e4f1ca,FA255326DB011,Rocket Lab USA Inc.,RKLB,AIR FORCE,"Support to space and ground-based engineering activities to enhance test, evaluation, and training operations for the National Space Test and Training Complex Innovative Technology and Engineering - Space Test and Range Capability Development.","The Space Systems Command, Operational Test and Training Infrastructure, Colorado Springs, Colorado",2026-07-30,2026-07-30,1,0,981000000,981000000,,true,2026-09-02 18:11:08
4365e0ad41859337,W15P7T-26-D-A004,Raytheon Co.,RTX,ARMY,"Depot-level repair, engineering and obsolescence sustainment of the AN/USC-28(V) strategic communications terminal.","Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-07-30,2026-08-04,2,1,25000000,50000000,,true,2026-09-02 18:11:08
215c71b7106be615,FA255326DB013,The Boeing Co.,BA,AIR FORCE,"Support to space and ground-based engineering activities to enhance test, evaluation, and training operations for the National Space Test and Training Complex Innovative Technology and Engineering - Space Test and Range Capability Development.","The Space Systems Command, Operational Test and Training Infrastructure, Colorado Springs, Colorado",2026-07-30,2026-07-30,1,0,981000000,981000000,,true,2026-09-02 18:11:08
3ef84e1ef8b96c43,FA880725CB006,The Boeing Co.,BA,AIR FORCE,Evolved Strategic Satellite Communications Space Development and Production.,"Space Systems Command Satellite Communications and Positioning, Navigation and Timing, Los Angeles Air Force Base, California",2026-08-06,2026-08-06,1,1,,22630769,2869121687,false,2026-09-02 18:11:08
47b7c6e87efe4d5b,FA8109-26-D-B001,AAR Government Services Inc.,AIR,AIR FORCE,Exchange or repair of commercial and non-commercial aircraft parts for the KC-46 aircraft weapon system.,"Air Force Sustainment Center, Materiel Support Contracting Division, Strategic Contracting Section, Tinker Air Force Base, Oklahoma",2026-06-29,2026-06-29,1,0,470978031,470978031,,true,2026-09-02 18:11:08
614e8d01a01804e3,FA8903-26-D-0022,AR6 Construction & Engineering LLC,,AIR FORCE,"Roofing, repair, and replacement services for low-slope, steep-slope, and metal roofing systems at Air Force installations.","772nd Enterprise Sourcing Squadron, Joint Base San Antonio–Lackland, Texas",2026-07-31,2026-07-31,1,0,450000000,450000000,,true,2026-09-02 18:11:08
30f2be02b53b6048,SPE4A7-26-D-0269,AVOX Systems Inc.,,DEFENSE LOGISTICS AGENCY,Oxygen masks.,"Defense Logistics Agency Weapons Support, Richmond, Virginia",2026-08-10,2026-08-10,1,0,9201610,9201610,,true,2026-09-02 18:11:08
2d354246616718c5,W9128F-26-D-A033,"Affinis Freese and Nichols JV,*",,ARMY,Geotechnical architect and engineering services.,"U.S. Army Corps of Engineers, Omaha, Nebraska",2026-07-24,2026-07-24,1,0,12500000,12500000,,true,2026-09-02 18:11:08
d50fd0bbbfbcb282,W912BU-26-C-A037,"Agate Construction Co. Inc.,*",,ARMY,Repair or extension of existing storm water outfalls along the Atlantic Ocean coastline of Absecon Island.,"U.S. Army Corps of Engineers Philadelphia, Pennsylvania",2026-08-24,2026-08-24,1,0,19695000,19695000,,true,2026-09-02 18:11:08
7d59a94c8dd38a8e,W912CH-26-F-0040,Allison Transmission Inc.,ALSN,ARMY,"Production of new and upgraded transmissions, transmission kits, and system technical support services for the Abrams Main Battle Tank.","Army Contracting Command, Detroit Arsenal, Michigan",2026-08-05,2026-08-05,1,0,67480497,67480497,345169402,true,2026-09-02 18:11:08
fc78428032fa5993,N6449826D1021,"Amee Bay LLC,*",,NAVY,"Hull, mechanical and electrical machinery and systems services in support of surface fleet, submarine, shore-based installations, and various maritime vessels and land-based sites.","Naval Surface Warfare Center Philadelphia Division, Philadelphia, Pennsylvania",2026-08-19,2026-08-19,1,0,112833317,112833317,112833317,true,2026-09-02 18:11:08
a0854dda1bc8fc63,SPE2DF-26-D-0017,"Atlantic Diving Supply,*",,DEFENSE LOGISTICS AGENCY,Consumable dental supplies for the Defense Logistics Agency Electronic Catalog.,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania",2026-07-09,2026-07-09,1,0,48000000,48000000,,true,2026-09-02 18:11:08
acdac8aa51c8a107,W50S8H-26-D-A013,"Black Horse Group LLC,*",,ARMY,"Maintenance, repair, and construction services at various locations.","U.S. Property and Fiscal Office, New York",2026-06-29,2026-06-29,1,0,45000000,45000000,,true,2026-09-02 18:11:08
60d8c0d7aa4f34f2,W912P8-26-D-A006,Boland Marine & Industrial LLC,,ARMY,"Inspection, maintenance, and repairs to hull, steel structures, dredging equipment, propulsion system, and auxiliary systems aboard the Dredge Wheeler.","U.S. Army Corps of Engineers, New Orleans, Louisiana",2026-06-26,2026-06-26,1,0,30957000,30957000,,true,2026-09-02 18:11:08
46952e9166ee3bae,W912EP-26-D-A007,"CSI/TSF JV LLC,*",,ARMY,"Geotechnical architectural and engineering services including core drilling, geotechnical subsurface sampling, testing, site investigations, and site preparation.","U.S. Army Corps of Engineers, Jacksonville, Florida",2026-08-20,2026-08-20,1,0,15000000,15000000,,true,2026-09-02 18:11:08
f11ac12335dbb589,FA853226DB008,Coherent Technical,,AIR FORCE,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",2026-08-17,2026-08-17,1,0,920000000,920000000,,true,2026-09-02 18:11:08
cde69544f2ea2987,N6600126R0097,Cole Engineering Services Inc.,,NAVY,"Operational exercise design and construction, operations and requirements analysis, concept formulation and development, feasibility demonstrations, and operational and technical support including systems engineering, requirements verification and validation, software and hardware design, systems integration, test and evaluation, and DevSecOps methodologies.","Naval Information Warfare Center Pacific, San Diego, California",2026-08-13,2026-08-13,1,0,278000000,278000000,400000000,true,2026-09-02 18:11:08
4f35cec2cfbd66e8,M9549425D5002,Concurrent Technologies Corp.,,NAVY,Professional support services in support of Marine Corps Installations Command Headquarters.,"The Marine Corps Installations Command, Washington, D.C.",2026-08-21,2026-08-21,1,1,,96718238,198145615,false,2026-09-02 18:11:08
d8e71e0d3ab78d45,FA7014-26-C-0026,DATAMINR,,AIR FORCE,"Provides situational awareness, force protection, and indications and warnings on global events through publicly available information alerting.","Air Force District of Washington Contracting Directorate, Joint Base Andrews, Maryland",2026-08-26,2026-08-26,1,0,317806746,317806746,,true,2026-09-02 18:11:08
6a0cb0fc1e7db1d4,W31P4Q-19-F-E002,DigiFlight Inc.,,ARMY,Integrated logistics services in support of the Apache Attack Helicopter Project Office.,"Army Contracting Command, Redstone Arsenal, Alabama",2026-07-08,2026-07-08,1,1,,13617521,,false,2026-09-02 18:11:08
bd7be6ba14fd2e08,FA8109-26-D-B028,"Drake Air, Inc.",,AIR FORCE,Exchange or repair of commercial and non-commercial aircraft parts for the KC-46 aircraft weapon system.,"Air Force Sustainment Center, Materiel Support Contracting Division, Strategic Contracting Section, Tinker Air Force Base, Oklahoma",2026-06-29,2026-06-29,1,0,470978031,470978031,,true,2026-09-02 18:11:08
90a82dee2739a072,FA8250-26-D-B004,DuoTech Services LLC,,AIR FORCE,Repair services for the 415th Supply Chain Management Squadron.,"The Air Force Sustainment Center, Hill Air Force Base, Utah",2026-07-30,2026-07-30,1,0,300000000,300000000,,true,2026-09-02 18:11:08
68cfe52e690f58b2,FA8109-26-D-B014,"Eaton Aerospace LLC, doing business as Eaton Aerospace Jackson",ETN,AIR FORCE,Exchange or repair of commercial and non-commercial aircraft parts for the KC-46 aircraft weapon system.,"Air Force Sustainment Center, Materiel Support Contracting Division, Strategic Contracting Section, Tinker Air Force Base, Oklahoma",2026-06-29,2026-06-29,1,0,470978031,470978031,,true,2026-09-02 18:11:08
fd1c75c225889f64,FA8109-26-D-B013,"Eaton Aerospace LLC, doing business as Jackson South",ETN,AIR FORCE,Exchange or repair of commercial and non-commercial aircraft parts for the KC-46 aircraft weapon system.,"Air Force Sustainment Center, Materiel Support Contracting Division, Strategic Contracting Section, Tinker Air Force Base, Oklahoma",2026-06-29,2026-06-29,1,0,470978031,470978031,,true,2026-09-02 18:11:08
3e721199d1943825,W912QR-26-C-A025,"Energy Resilience Partners LLC,*",,ARMY,Design-bid-build construction project to provide an installation-level microgrid.,"U.S. Army Corps of Engineers, Louisville, Kentucky",2026-08-20,2026-08-20,1,0,45001324,45001324,,true,2026-09-02 18:11:08
fed0e86b9caff7cd,W911XK-26-C-A020,"G & G Steel Inc.,*",,ARMY,Fabrication and delivery of one replacement miter gate for the Poe Lock at the Soo Locks Complex.,"U.S. Army Corps of Engineers, Detroit, Michigan",2026-07-16,2026-07-16,1,0,14609132,14609132,,true,2026-09-02 18:11:08
f9e32f24cf0e2623,SPE2D2-26-D-0008,"GSMS Inc.,*",,DEFENSE LOGISTICS AGENCY,Duloxetine HCL DR capsules.,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania",2026-07-16,2026-07-16,1,0,26636088,26636088,,true,2026-09-02 18:11:08
dac2ea5c9feabb4e,W912CH-25-C-0055,General Dynamics Land System,GD,ARMY,Abrams Engineering program.,"Army Contracting Command, Detroit Arsenal, Michigan",2026-06-25,2026-06-25,1,1,,209338000,849900000,false,2026-09-02 18:11:08
c17f424ecc8ba11f,W911QX-26-D-A004,"Genesis Systems LLC,*",,ARMY,"Research, development, testing, and direct procurement of WaterCube Atmospheric Water Generation family of systems for potable water production in austere and contested environments.","Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-08-10,2026-08-10,1,0,49898000,49898000,,true,2026-09-02 18:11:08
f33958decc8c5b21,W912DQ-26-D-A021,HNTB Corp.,,ARMY,"Architect-engineer services including civil planning, design, and support during construction for civil works projects and other assigned missions within the U.S. Army Corps of Engineers, Northwestern Division's area of operations.","U.S. Army Corps of Engineers, Kansas City, Missouri",2026-08-07,2026-08-07,1,0,95000000,95000000,,true,2026-09-02 18:11:08
0eac076ee62a6a2f,N0001425C2204,"Integer Technologies LLC,*",,NAVY,"Research and development for intelligent autonomous systems conducting seabed warfare and undersea missions, including physics and data-based models for real-time processing of seabed warfare sensor datasets and autonomous decision-support capabilities.","The Office of Naval Research, Arlington, Virginia",2026-07-20,2026-07-20,1,1,,9769318,24803999,false,2026-09-02 18:11:08
e65ce303bf834ad9,N6600126R0107,Invictus International Consulting LLC,,NAVY,"Operational exercise design and construction, operations and requirements analysis, concept formulation and development, feasibility demonstrations, and operational and technical support including systems engineering, requirements verification and validation, software and hardware design, systems integration, test and evaluation, and DevSecOps methodologies.","Naval Information Warfare Center Pacific, San Diego, California",2026-08-13,2026-08-13,1,0,278000000,278000000,400000000,true,2026-09-02 18:11:08
6c6325565cf76383,FA7000-26-C-0013,Iron Bow Technologies LLC,,AIR FORCE,United States Air Forces in Europe (USAFE) Software Defined-Wide Area Network with Air Force CyberWorx to provide more resilient meshed networks to support sustainment and joint operations.,"10th Contracting Squadron, U.S. Air Force Academy, Colorado",2026-06-25,2026-06-25,1,0,15080000,15080000,,true,2026-09-02 18:11:08
d14a6b701277fe8b,W9124J-26-F-A069,K2 Group Inc.,,ARMY,Higher headquarters assessments as required by regulation and statute.,"Army Field Directorate Office, Fort Sam Houston, Texas",2026-08-28,2026-08-28,1,0,17864236,17864236,,true,2026-09-02 18:11:08
482e89641e14c4be,W91CRB-26-C-A-028,Kearney & Co. P.C.,,ARMY,Provide agreed upon procedures and performance audit testing services.,"Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-07-07,2026-07-07,1,0,9505000,9505000,,true,2026-09-02 18:11:08
